aggregate_key,entity_type,entity_id,name_en,name_ar,period_grain,period_start,period_end,metric_code,segment_type,segment_code,metric_value,observation_count,confidence,quality_flags,source_export_date,methodology_version
community:234:quarter:2020-07-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,437.57,449,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2020-10-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,430.54,369,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2021-01-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,422.18,622,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2021-04-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,428.47,371,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2021-07-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,428.95,478,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2021-10-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,432.73,496,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2022-01-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,403.65,586,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2022-04-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,428.47,440,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2022-07-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,439.97,588,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2022-10-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,439.97,551,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2023-01-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,415.88,606,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2023-04-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,449.41,468,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2023-07-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,453.72,513,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2023-10-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,463.03,536,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2024-01-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,456.56,693,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2024-04-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,486.67,524,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2024-07-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,483.76,538,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2024-10-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,494.97,555,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2025-01-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,475.42,669,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2025-04-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,524.2,543,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2025-07-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,510.21,530,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2025-10-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,506.52,541,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2026-01-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,484.39,677,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2026-04-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,535.45,462,higher,[],2026-09-08,dlx-aggregates-2
community:234:quarter:2026-07-01:median_rent_per_sqft:all:all,community,234,Hor Al Anz East,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,514.11,299,higher,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2019-04-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,263.16,47,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2020-01-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,161.12,31,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2020-10-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,361.99,32,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2021-01-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,106.38,40,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2021-10-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,252.0,33,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2022-01-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,256.0,53,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2022-04-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,144.72,35,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2022-07-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,320.74,38,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2022-10-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,181.9,32,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2023-01-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,211.27,47,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2023-04-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,151.03,39,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2023-10-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,491.5,42,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2024-01-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,664.0,66,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2024-04-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,151.03,41,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2024-07-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,190.48,34,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2024-10-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,294.0,41,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2025-01-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,99.19,42,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2025-04-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,187.68,43,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2025-10-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,102.16,37,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2026-01-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,105.79,35,moderate,[],2026-09-08,dlx-aggregates-2
community:235:quarter:2026-04-01:median_rent_per_sqft:all:all,community,235,Eyal Nasser,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,391.97,50,moderate,[],2026-09-08,dlx-aggregates-2
community:237:quarter:2021-10-01:median_rent_per_sqft:all:all,community,237,Al Sabkha,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,1363.64,31,moderate,[],2026-09-08,dlx-aggregates-2
community:237:quarter:2022-04-01:median_rent_per_sqft:all:all,community,237,Al Sabkha,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,1979.17,61,moderate,[],2026-09-08,dlx-aggregates-2
community:237:quarter:2023-04-01:median_rent_per_sqft:all:all,community,237,Al Sabkha,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,485.44,30,moderate,[],2026-09-08,dlx-aggregates-2
community:237:quarter:2023-10-01:median_rent_per_sqft:all:all,community,237,Al Sabkha,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,1493.51,31,moderate,[],2026-09-08,dlx-aggregates-2
community:237:quarter:2024-04-01:median_rent_per_sqft:all:all,community,237,Al Sabkha,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,479.0,30,moderate,[],2026-09-08,dlx-aggregates-2
community:237:quarter:2025-01-01:median_rent_per_sqft:all:all,community,237,Al Sabkha,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,511.9,30,moderate,[],2026-09-08,dlx-aggregates-2
community:237:quarter:2025-04-01:median_rent_per_sqft:all:all,community,237,Al Sabkha,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,2454.55,59,moderate,[],2026-09-08,dlx-aggregates-2
community:238:quarter:2024-01-01:median_rent_per_sqft:all:all,community,238,Al Dhagaya,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,210.21,33,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2019-01-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,299.11,152,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2019-04-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,334.39,110,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2019-07-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,193.86,84,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2019-10-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,238.1,123,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2020-01-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,207.98,182,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2020-04-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,294.83,92,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2020-07-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,171.17,104,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2020-10-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,240.83,122,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2021-01-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,239.23,201,higher,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2021-04-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,242.2,118,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2021-07-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,218.25,77,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2021-10-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,144.14,144,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2022-01-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,144.14,220,higher,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2022-04-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2022-04-01,2022-06-30,median_rent_per_sqft,all,all,201.86,152,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2022-07-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2022-07-01,2022-09-30,median_rent_per_sqft,all,all,234.23,109,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2022-10-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2022-10-01,2022-12-31,median_rent_per_sqft,all,all,153.15,130,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2023-01-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2023-01-01,2023-03-31,median_rent_per_sqft,all,all,241.06,200,higher,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2023-04-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2023-04-01,2023-06-30,median_rent_per_sqft,all,all,144.14,160,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2023-07-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2023-07-01,2023-09-30,median_rent_per_sqft,all,all,234.04,125,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2023-10-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2023-10-01,2023-12-31,median_rent_per_sqft,all,all,173.58,148,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2024-01-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2024-01-01,2024-03-31,median_rent_per_sqft,all,all,252.98,180,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2024-04-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2024-04-01,2024-06-30,median_rent_per_sqft,all,all,181.25,158,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2024-07-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2024-07-01,2024-09-30,median_rent_per_sqft,all,all,270.27,129,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2024-10-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2024-10-01,2024-12-31,median_rent_per_sqft,all,all,200.0,148,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2025-01-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2025-01-01,2025-03-31,median_rent_per_sqft,all,all,200.0,186,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2025-04-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2025-04-01,2025-06-30,median_rent_per_sqft,all,all,264.27,159,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2025-07-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2025-07-01,2025-09-30,median_rent_per_sqft,all,all,374.37,126,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2025-10-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2025-10-01,2025-12-31,median_rent_per_sqft,all,all,205.78,153,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2026-01-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2026-01-01,2026-03-31,median_rent_per_sqft,all,all,301.93,210,higher,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2026-04-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2026-04-01,2026-06-30,median_rent_per_sqft,all,all,297.3,149,moderate,[],2026-09-08,dlx-aggregates-2
community:239:quarter:2026-07-01:median_rent_per_sqft:all:all,community,239,Al Baraha,,quarter,2026-07-01,2026-09-30,median_rent_per_sqft,all,all,362.18,80,moderate,[],2026-09-08,dlx-aggregates-2
community:240:quarter:2019-01-01:median_rent_per_sqft:all:all,community,240,Port Saeed,,quarter,2019-01-01,2019-03-31,median_rent_per_sqft,all,all,635.36,265,higher,[],2026-09-08,dlx-aggregates-2
community:240:quarter:2019-04-01:median_rent_per_sqft:all:all,community,240,Port Saeed,,quarter,2019-04-01,2019-06-30,median_rent_per_sqft,all,all,634.47,199,moderate,[],2026-09-08,dlx-aggregates-2
community:240:quarter:2019-07-01:median_rent_per_sqft:all:all,community,240,Port Saeed,,quarter,2019-07-01,2019-09-30,median_rent_per_sqft,all,all,600.0,203,higher,[],2026-09-08,dlx-aggregates-2
community:240:quarter:2019-10-01:median_rent_per_sqft:all:all,community,240,Port Saeed,,quarter,2019-10-01,2019-12-31,median_rent_per_sqft,all,all,607.54,178,moderate,[],2026-09-08,dlx-aggregates-2
community:240:quarter:2020-01-01:median_rent_per_sqft:all:all,community,240,Port Saeed,,quarter,2020-01-01,2020-03-31,median_rent_per_sqft,all,all,589.67,256,higher,[],2026-09-08,dlx-aggregates-2
community:240:quarter:2020-04-01:median_rent_per_sqft:all:all,community,240,Port Saeed,,quarter,2020-04-01,2020-06-30,median_rent_per_sqft,all,all,579.91,172,moderate,[],2026-09-08,dlx-aggregates-2
community:240:quarter:2020-07-01:median_rent_per_sqft:all:all,community,240,Port Saeed,,quarter,2020-07-01,2020-09-30,median_rent_per_sqft,all,all,557.29,226,higher,[],2026-09-08,dlx-aggregates-2
community:240:quarter:2020-10-01:median_rent_per_sqft:all:all,community,240,Port Saeed,,quarter,2020-10-01,2020-12-31,median_rent_per_sqft,all,all,563.81,253,higher,[],2026-09-08,dlx-aggregates-2
community:240:quarter:2021-01-01:median_rent_per_sqft:all:all,community,240,Port Saeed,,quarter,2021-01-01,2021-03-31,median_rent_per_sqft,all,all,547.99,311,higher,[],2026-09-08,dlx-aggregates-2
community:240:quarter:2021-04-01:median_rent_per_sqft:all:all,community,240,Port Saeed,,quarter,2021-04-01,2021-06-30,median_rent_per_sqft,all,all,530.34,228,higher,[],2026-09-08,dlx-aggregates-2
community:240:quarter:2021-07-01:median_rent_per_sqft:all:all,community,240,Port Saeed,,quarter,2021-07-01,2021-09-30,median_rent_per_sqft,all,all,515.21,226,higher,[],2026-09-08,dlx-aggregates-2
community:240:quarter:2021-10-01:median_rent_per_sqft:all:all,community,240,Port Saeed,,quarter,2021-10-01,2021-12-31,median_rent_per_sqft,all,all,502.06,308,higher,[],2026-09-08,dlx-aggregates-2
community:240:quarter:2022-01-01:median_rent_per_sqft:all:all,community,240,Port Saeed,,quarter,2022-01-01,2022-03-31,median_rent_per_sqft,all,all,516.67,276,higher,[],2026-09-08,dlx-aggregates-2
